3	%
4	(
5	)
6	+
7	-
8	0
9	1
10	2
11	3
12	4
13	5
14	6
15	7
16	8
17	9
18	:
19	D
20	E
21	H
22	I
23	K
24	L
25	M
26	N
27	P
28	R
29	S
30	T
31	U
32	X
33	가
34	감
35	검
36	격
37	공
38	구
39	그
40	금
41	기
42	눈
43	능
44	대
45	도
46	동
47	두
48	드
49	레
50	력
51	련
52	류
53	름
54	마
55	망
56	매
57	몬
58	무
59	미
60	방
61	벨
62	보
63	복
64	분
65	블
66	비
67	빠
68	사
69	소
70	속
71	손
72	수
73	스
74	시
75	식
76	어
77	업
78	올
79	용
80	우
81	위
82	이
83	장
84	적
85	점
86	제
87	지
88	착
89	최
90	치
91	터
92	텟
93	통
94	프
95	한
96	황
97	횟
